troop1,troop2,troop3,troop4,troop5,troop6,troop7,->,trait1,trait2,trait3,trait4,trait5,trait6
archer_queen,barbarians,elec_giant,goblins,gold_knight,musketeer,royal_giant,->,assassin_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,goblins,gold_knight,prince,royal_giant,->,assassin_2,brawler_2,clan_2,giant_2,noble_2,ranger_2
archer_queen,barbarians,elec_giant,goblins,mega_knight,monk,royal_giant,->,ace_2,brawler_2,clan_2,giant_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,goblins,musketeer,prince,royal_giant,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,goblins,royal_ghost,royal_giant,witch,->,assassin_2,clan_2,giant_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,gold_knight,mega_knight,monk,royal_giant,->,ace_2,brawler_2,clan_2,giant_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,gold_knight,mega_knight,musketeer,royal_giant,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,gold_knight,monk,prince,royal_giant,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,gold_knight,musketeer,pekka,royal_giant,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,gold_knight,musketeer,royal_ghost,royal_giant,->,assassin_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,gold_knight,musketeer,royal_ghost,skele_drag,->,assassin_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,gold_knight,prince,royal_ghost,royal_giant,->,assassin_2,brawler_2,clan_2,giant_2,noble_2,ranger_2
archer_queen,barbarians,elec_giant,gold_knight,prince,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,elec_giant,gold_knight,prince,royal_ghost,witch,->,assassin_2,brawler_2,clan_2,noble_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,gold_knight,prince,royal_giant,witch,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,gold_knight,prince,skele_drag,witch,->,brawler_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,gold_knight,royal_ghost,royal_giant,witch,->,assassin_2,clan_2,giant_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,mega_knight,mini_pekka,monk,royal_giant,->,ace_2,brawler_2,clan_2,giant_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,mega_knight,monk,princess,royal_giant,->,ace_2,brawler_2,clan_2,giant_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,mega_knight,monk,royal_ghost,royal_giant,->,ace_2,brawler_2,clan_2,giant_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,mega_knight,monk,royal_ghost,skele_drag,->,ace_2,brawler_2,clan_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,mega_knight,monk,royal_giant,skele_king,->,ace_2,brawler_2,clan_2,giant_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,mega_knight,monk,royal_giant,spear_gobs,->,ace_2,brawler_2,clan_2,giant_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,mega_knight,monk,skele_drag,skele_king,->,ace_2,brawler_2,clan_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,mega_knight,musketeer,princess,royal_giant,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,mega_knight,royal_ghost,royal_giant,witch,->,brawler_2,clan_2,giant_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,mega_knight,royal_giant,skele_king,witch,->,brawler_2,clan_2,giant_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,mini_pekka,monk,pekka,royal_giant,->,brawler_2,clan_2,giant_2,pekka_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,mini_pekka,musketeer,pekka,royal_giant,->,brawler_2,clan_2,giant_2,pekka_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,mini_pekka,musketeer,prince,royal_giant,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,mini_pekka,pekka,royal_giant,skele_king,->,brawler_2,brutalist_2,clan_2,giant_2,pekka_2,ranger_2
archer_queen,barbarians,elec_giant,mini_pekka,pekka,royal_giant,witch,->,brawler_2,clan_2,giant_2,pekka_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,mini_pekka,pekka,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,pekka_2,ranger_2,undead_2
archer_queen,barbarians,elec_giant,mini_pekka,pekka,skele_drag,witch,->,brawler_2,clan_2,pekka_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,mini_pekka,pekka,skele_king,witch,->,brawler_2,brutalist_2,clan_2,pekka_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,mini_pekka,royal_giant,skele_king,witch,->,brutalist_2,clan_2,giant_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,monk,prince,princess,royal_giant,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,musketeer,pekka,princess,royal_giant,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,musketeer,prince,royal_ghost,royal_giant,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,musketeer,prince,royal_ghost,skele_drag,->,brawler_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,musketeer,prince,royal_giant,skele_king,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,musketeer,prince,royal_giant,spear_gobs,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,musketeer,prince,skele_drag,skele_king,->,brawler_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,musketeer,princess,royal_giant,spear_gobs,->,blaster_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,pekka,royal_ghost,royal_giant,witch,->,brawler_2,clan_2,giant_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,pekka,royal_giant,skele_king,witch,->,brawler_2,clan_2,giant_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,prince,princess,royal_giant,spear_gobs,->,blaster_2,brawler_2,clan_2,giant_2,noble_2,ranger_2
archer_queen,barbarians,elec_giant,prince,princess,royal_giant,witch,->,brawler_2,clan_2,giant_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,elec_giant,prince,princess,skele_drag,witch,->,brawler_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,prince,royal_ghost,royal_giant,witch,->,brawler_2,clan_2,giant_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,elec_giant,prince,royal_giant,skele_king,witch,->,brawler_2,clan_2,giant_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,executioner,gob_machine,mega_knight,mini_pekka,spear_gobs,->,ace_2,blaster_2,brawler_2,brutalist_2,clan_2,goblin_2
archer_queen,barbarians,executioner,gob_machine,mega_knight,royal_giant,spear_gobs,->,ace_2,blaster_2,brawler_2,clan_2,goblin_2,ranger_2
archer_queen,barbarians,executioner,gob_machine,mega_knight,skele_drag,skele_king,->,ace_2,brawler_2,brutalist_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,executioner,gob_machine,mega_knight,skele_drag,spear_gobs,->,ace_2,blaster_2,brawler_2,clan_2,goblin_2,ranger_2
archer_queen,barbarians,executioner,gob_machine,mega_knight,skele_king,spear_gobs,->,ace_2,blaster_2,brawler_2,brutalist_2,clan_2,goblin_2
archer_queen,barbarians,executioner,gob_machine,mini_pekka,pekka,spear_gobs,->,blaster_2,brawler_2,brutalist_2,clan_2,goblin_2,pekka_2
archer_queen,barbarians,executioner,gob_machine,skele_drag,skele_king,spear_gobs,->,blaster_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,executioner,goblins,gold_knight,mega_knight,princess,->,ace_2,assassin_2,blaster_2,brawler_2,clan_2,noble_2
archer_queen,barbarians,executioner,goblins,gold_knight,mega_knight,spear_gobs,->,ace_2,assassin_2,blaster_2,brawler_2,clan_2,goblin_2
archer_queen,barbarians,executioner,goblins,gold_knight,prince,spear_gobs,->,assassin_2,blaster_2,brawler_2,clan_2,goblin_2,noble_2
archer_queen,barbarians,executioner,goblins,mega_knight,royal_ghost,skele_drag,->,ace_2,assassin_2,brawler_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,executioner,goblins,mega_knight,royal_ghost,spear_gobs,->,ace_2,assassin_2,blaster_2,brawler_2,clan_2,goblin_2
archer_queen,barbarians,executioner,goblins,mega_knight,royal_giant,spear_gobs,->,ace_2,blaster_2,brawler_2,clan_2,goblin_2,ranger_2
archer_queen,barbarians,executioner,goblins,mega_knight,skele_drag,spear_gobs,->,ace_2,blaster_2,brawler_2,clan_2,goblin_2,ranger_2
archer_queen,barbarians,executioner,goblins,royal_ghost,skele_drag,spear_gobs,->,assassin_2,blaster_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,executioner,gold_knight,mega_knight,princess,royal_ghost,->,ace_2,assassin_2,blaster_2,brawler_2,clan_2,noble_2
archer_queen,barbarians,executioner,gold_knight,mega_knight,princess,royal_giant,->,ace_2,blaster_2,brawler_2,clan_2,noble_2,ranger_2
archer_queen,barbarians,executioner,gold_knight,mega_knight,princess,skele_drag,->,ace_2,blaster_2,brawler_2,clan_2,noble_2,ranger_2
archer_queen,barbarians,executioner,gold_knight,mega_knight,royal_ghost,skele_drag,->,ace_2,assassin_2,brawler_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,executioner,gold_knight,prince,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,executioner,gold_knight,princess,royal_ghost,skele_drag,->,assassin_2,blaster_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,executioner,mega_knight,mini_pekka,skele_drag,skele_king,->,ace_2,brawler_2,brutalist_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,executioner,mega_knight,musketeer,princess,royal_giant,->,ace_2,blaster_2,brawler_2,clan_2,noble_2,ranger_2
archer_queen,barbarians,executioner,mega_knight,musketeer,princess,skele_drag,->,ace_2,blaster_2,brawler_2,clan_2,noble_2,ranger_2
archer_queen,barbarians,executioner,mega_knight,musketeer,princess,witch,->,ace_2,blaster_2,brawler_2,clan_2,noble_2,superstar_2
archer_queen,barbarians,executioner,mega_knight,musketeer,skele_drag,witch,->,ace_2,brawler_2,clan_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,executioner,mega_knight,princess,royal_ghost,skele_drag,->,ace_2,blaster_2,brawler_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,executioner,mega_knight,princess,skele_drag,skele_king,->,ace_2,blaster_2,brawler_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,executioner,mega_knight,princess,skele_drag,witch,->,ace_2,blaster_2,brawler_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,executioner,mega_knight,royal_ghost,skele_drag,spear_gobs,->,ace_2,blaster_2,brawler_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,executioner,mega_knight,skele_drag,skele_king,spear_gobs,->,ace_2,blaster_2,brawler_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,executioner,mega_knight,skele_drag,spear_gobs,witch,->,ace_2,blaster_2,brawler_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,executioner,mini_pekka,pekka,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,pekka_2,ranger_2,undead_2
archer_queen,barbarians,executioner,monk,musketeer,pekka,princess,->,ace_2,blaster_2,brawler_2,clan_2,noble_2,superstar_2
archer_queen,barbarians,executioner,monk,musketeer,prince,royal_giant,->,ace_2,brawler_2,clan_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,executioner,monk,musketeer,prince,skele_drag,->,ace_2,brawler_2,clan_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,executioner,monk,musketeer,prince,spear_gobs,->,ace_2,blaster_2,brawler_2,clan_2,noble_2,superstar_2
archer_queen,barbarians,executioner,monk,musketeer,princess,royal_giant,->,ace_2,blaster_2,clan_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,executioner,monk,musketeer,princess,skele_drag,->,ace_2,blaster_2,clan_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,executioner,monk,pekka,skele_drag,witch,->,ace_2,brawler_2,clan_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,executioner,monk,prince,princess,royal_giant,->,ace_2,blaster_2,brawler_2,clan_2,noble_2,ranger_2
archer_queen,barbarians,executioner,monk,prince,princess,skele_drag,->,ace_2,blaster_2,brawler_2,clan_2,noble_2,ranger_2
archer_queen,barbarians,executioner,monk,prince,princess,witch,->,ace_2,blaster_2,brawler_2,clan_2,noble_2,superstar_2
archer_queen,barbarians,executioner,monk,prince,skele_drag,witch,->,ace_2,brawler_2,clan_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,executioner,monk,princess,skele_drag,witch,->,ace_2,blaster_2,clan_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,executioner,monk,skele_drag,spear_gobs,witch,->,ace_2,blaster_2,clan_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,executioner,musketeer,prince,skele_drag,witch,->,brawler_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,executioner,musketeer,princess,skele_drag,witch,->,blaster_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,executioner,prince,princess,royal_ghost,skele_drag,->,blaster_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,executioner,prince,princess,skele_drag,skele_king,->,blaster_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,executioner,prince,princess,skele_drag,witch,->,blaster_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,goblins,gold_knight,mini_pekka,pekka,->,assassin_2,brawler_2,brutalist_2,clan_2,goblin_2,pekka_2
archer_queen,barbarians,gob_machine,goblins,gold_knight,mini_pekka,prince,->,assassin_2,brawler_2,brutalist_2,clan_2,goblin_2,noble_2
archer_queen,barbarians,gob_machine,goblins,gold_knight,prince,royal_giant,->,assassin_2,brawler_2,clan_2,goblin_2,noble_2,ranger_2
archer_queen,barbarians,gob_machine,goblins,gold_knight,prince,skele_drag,->,assassin_2,brawler_2,clan_2,goblin_2,noble_2,ranger_2
archer_queen,barbarians,gob_machine,goblins,gold_knight,prince,skele_king,->,assassin_2,brawler_2,brutalist_2,clan_2,goblin_2,noble_2
archer_queen,barbarians,gob_machine,goblins,gold_knight,skele_drag,skele_king,->,assassin_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,goblins,mega_knight,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,goblins,mega_knight,royal_ghost,skele_king,->,assassin_2,brawler_2,brutalist_2,clan_2,goblin_2,undead_2
archer_queen,barbarians,gob_machine,goblins,mega_knight,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,goblins,mini_pekka,pekka,royal_ghost,->,assassin_2,brawler_2,brutalist_2,clan_2,goblin_2,pekka_2
archer_queen,barbarians,gob_machine,goblins,mini_pekka,pekka,royal_giant,->,brawler_2,brutalist_2,clan_2,goblin_2,pekka_2,ranger_2
archer_queen,barbarians,gob_machine,goblins,mini_pekka,pekka,skele_drag,->,brawler_2,brutalist_2,clan_2,goblin_2,pekka_2,ranger_2
archer_queen,barbarians,gob_machine,goblins,mini_pekka,royal_ghost,skele_drag,->,assassin_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,goblins,pekka,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,goblins,pekka,royal_ghost,skele_king,->,assassin_2,brawler_2,brutalist_2,clan_2,goblin_2,undead_2
archer_queen,barbarians,gob_machine,goblins,pekka,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,goblins,prince,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,goblins,prince,royal_ghost,skele_king,->,assassin_2,brawler_2,brutalist_2,clan_2,goblin_2,undead_2
archer_queen,barbarians,gob_machine,goblins,prince,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,goblins,royal_ghost,royal_giant,skele_king,->,assassin_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,gold_knight,prince,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,gold_knight,prince,royal_ghost,skele_king,->,assassin_2,brawler_2,brutalist_2,clan_2,noble_2,undead_2
archer_queen,barbarians,gob_machine,gold_knight,prince,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,mega_knight,monk,skele_drag,skele_king,->,ace_2,brawler_2,brutalist_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,mega_knight,monk,skele_drag,witch,->,ace_2,brawler_2,clan_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,gob_machine,mega_knight,monk,skele_king,witch,->,ace_2,brawler_2,brutalist_2,clan_2,superstar_2,undead_2
archer_queen,barbarians,gob_machine,mega_knight,skele_drag,skele_king,spear_gobs,->,brawler_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,mini_pekka,pekka,princess,spear_gobs,->,blaster_2,brawler_2,brutalist_2,clan_2,goblin_2,pekka_2
archer_queen,barbarians,gob_machine,mini_pekka,pekka,royal_ghost,skele_drag,->,brawler_2,brutalist_2,clan_2,pekka_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,mini_pekka,pekka,royal_giant,spear_gobs,->,brawler_2,brutalist_2,clan_2,goblin_2,pekka_2,ranger_2
archer_queen,barbarians,gob_machine,mini_pekka,pekka,skele_drag,spear_gobs,->,brawler_2,brutalist_2,clan_2,goblin_2,pekka_2,ranger_2
archer_queen,barbarians,gob_machine,mini_pekka,pekka,skele_drag,witch,->,brawler_2,brutalist_2,clan_2,pekka_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,mini_pekka,prince,princess,spear_gobs,->,blaster_2,brawler_2,brutalist_2,clan_2,goblin_2,noble_2
archer_queen,barbarians,gob_machine,musketeer,prince,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,musketeer,prince,skele_drag,witch,->,brawler_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,gob_machine,musketeer,prince,skele_king,witch,->,brawler_2,brutalist_2,clan_2,noble_2,superstar_2,undead_2
archer_queen,barbarians,gob_machine,pekka,skele_drag,skele_king,spear_gobs,->,brawler_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,prince,princess,royal_giant,spear_gobs,->,blaster_2,brawler_2,clan_2,goblin_2,noble_2,ranger_2
archer_queen,barbarians,gob_machine,prince,princess,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,prince,princess,skele_drag,spear_gobs,->,blaster_2,brawler_2,clan_2,goblin_2,noble_2,ranger_2
archer_queen,barbarians,gob_machine,prince,princess,skele_king,spear_gobs,->,blaster_2,brawler_2,brutalist_2,clan_2,goblin_2,noble_2
archer_queen,barbarians,gob_machine,prince,skele_drag,skele_king,spear_gobs,->,brawler_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gob_machine,princess,skele_drag,skele_king,spear_gobs,->,blaster_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,goblins,gold_knight,mega_knight,monk,musketeer,->,ace_2,assassin_2,brawler_2,clan_2,noble_2,superstar_2
archer_queen,barbarians,goblins,gold_knight,mega_knight,princess,spear_gobs,->,assassin_2,blaster_2,brawler_2,clan_2,goblin_2,noble_2
archer_queen,barbarians,goblins,gold_knight,musketeer,skele_drag,witch,->,assassin_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,goblins,gold_knight,pekka,princess,spear_gobs,->,assassin_2,blaster_2,brawler_2,clan_2,goblin_2,noble_2
archer_queen,barbarians,goblins,gold_knight,prince,royal_giant,spear_gobs,->,assassin_2,brawler_2,clan_2,goblin_2,noble_2,ranger_2
archer_queen,barbarians,goblins,gold_knight,prince,skele_drag,skele_king,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,goblins,gold_knight,prince,skele_drag,spear_gobs,->,assassin_2,brawler_2,clan_2,goblin_2,noble_2,ranger_2
archer_queen,barbarians,goblins,gold_knight,prince,skele_drag,witch,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,goblins,gold_knight,princess,royal_giant,spear_gobs,->,assassin_2,blaster_2,clan_2,goblin_2,noble_2,ranger_2
archer_queen,barbarians,goblins,gold_knight,princess,skele_drag,spear_gobs,->,assassin_2,blaster_2,clan_2,goblin_2,noble_2,ranger_2
archer_queen,barbarians,goblins,mega_knight,monk,royal_ghost,skele_drag,->,ace_2,assassin_2,brawler_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,goblins,mega_knight,monk,royal_ghost,witch,->,ace_2,assassin_2,brawler_2,clan_2,superstar_2,undead_2
archer_queen,barbarians,goblins,mega_knight,monk,skele_drag,witch,->,ace_2,brawler_2,clan_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,goblins,mega_knight,royal_ghost,skele_drag,spear_gobs,->,assassin_2,brawler_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,goblins,mini_pekka,pekka,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,pekka_2,ranger_2,undead_2
archer_queen,barbarians,goblins,mini_pekka,pekka,royal_ghost,skele_king,->,assassin_2,brawler_2,brutalist_2,clan_2,pekka_2,undead_2
archer_queen,barbarians,goblins,mini_pekka,pekka,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,pekka_2,ranger_2,undead_2
archer_queen,barbarians,goblins,musketeer,prince,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,goblins,musketeer,prince,royal_ghost,witch,->,assassin_2,brawler_2,clan_2,noble_2,superstar_2,undead_2
archer_queen,barbarians,goblins,musketeer,prince,skele_drag,witch,->,brawler_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,goblins,pekka,royal_ghost,skele_drag,spear_gobs,->,assassin_2,brawler_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,goblins,prince,princess,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,goblins,prince,princess,royal_ghost,spear_gobs,->,assassin_2,blaster_2,brawler_2,clan_2,goblin_2,noble_2
archer_queen,barbarians,goblins,prince,princess,royal_giant,spear_gobs,->,blaster_2,brawler_2,clan_2,goblin_2,noble_2,ranger_2
archer_queen,barbarians,goblins,prince,princess,skele_drag,spear_gobs,->,blaster_2,brawler_2,clan_2,goblin_2,noble_2,ranger_2
archer_queen,barbarians,goblins,prince,royal_ghost,skele_drag,spear_gobs,->,assassin_2,brawler_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,goblins,princess,royal_ghost,skele_drag,spear_gobs,->,assassin_2,blaster_2,clan_2,goblin_2,ranger_2,undead_2
archer_queen,barbarians,gold_knight,mega_knight,monk,musketeer,royal_ghost,->,ace_2,assassin_2,brawler_2,clan_2,noble_2,superstar_2
archer_queen,barbarians,gold_knight,mega_knight,monk,musketeer,royal_giant,->,ace_2,brawler_2,clan_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,gold_knight,mega_knight,monk,musketeer,skele_drag,->,ace_2,brawler_2,clan_2,noble_2,ranger_2,superstar_2
archer_queen,barbarians,gold_knight,mega_knight,monk,royal_ghost,skele_drag,->,ace_2,assassin_2,brawler_2,clan_2,ranger_2,undead_2
archer_queen,barbarians,gold_knight,mega_knight,monk,royal_ghost,witch,->,ace_2,assassin_2,brawler_2,clan_2,superstar_2,undead_2
archer_queen,barbarians,gold_knight,mega_knight,monk,skele_drag,witch,->,ace_2,brawler_2,clan_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,gold_knight,mega_knight,musketeer,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,gold_knight,mega_knight,musketeer,royal_ghost,witch,->,assassin_2,brawler_2,clan_2,noble_2,superstar_2,undead_2
archer_queen,barbarians,gold_knight,mega_knight,musketeer,skele_drag,witch,->,brawler_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,gold_knight,mega_knight,princess,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,gold_knight,mini_pekka,pekka,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,pekka_2,ranger_2,undead_2
archer_queen,barbarians,gold_knight,mini_pekka,pekka,royal_ghost,skele_king,->,assassin_2,brawler_2,brutalist_2,clan_2,pekka_2,undead_2
archer_queen,barbarians,gold_knight,mini_pekka,pekka,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,pekka_2,ranger_2,undead_2
archer_queen,barbarians,gold_knight,mini_pekka,prince,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,gold_knight,mini_pekka,prince,royal_ghost,skele_king,->,assassin_2,brawler_2,brutalist_2,clan_2,noble_2,undead_2
archer_queen,barbarians,gold_knight,mini_pekka,prince,skele_drag,skele_king,->,brawler_2,brutalist_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,gold_knight,monk,musketeer,royal_ghost,skele_drag,->,assassin_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,gold_knight,monk,prince,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
archer_queen,barbarians,gold_knight,monk,prince,royal_ghost,witch,->,assassin_2,brawler_2,clan_2,noble_2,superstar_2,undead_2
archer_queen,barbarians,gold_knight,monk,prince,skele_drag,witch,->,brawler_2,clan_2,noble_2,ranger_2,superstar_2,undead_2
archer_queen,barbarians,gold_knight,musketeer,pekka,royal_ghost,skele_drag,->,assassin_2,brawler_2,clan_2,noble_2,ranger_2,undead_2
