troop1,troop2,troop3,troop4,troop5,troop6,troop7,->,trait1,trait2,trait3,trait4,trait5
bandit,barbarians,executioner,mega_knight,monk,musketeer,wizard,->,ace_4,blaster_2,brawler_2,clan_2,superstar_2
bandit,barbarians,executioner,mega_knight,monk,royal_ghost,witch,->,ace_4,assassin_2,brawler_2,superstar_2,undead_2
bandit,barbarians,executioner,mega_knight,monk,royal_ghost,wizard,->,ace_4,assassin_2,blaster_2,brawler_2,clan_2
bandit,barbarians,executioner,mega_knight,monk,witch,wizard,->,ace_4,blaster_2,brawler_2,clan_2,superstar_2
bandit,elec_giant,executioner,goblins,mega_knight,monk,spear_gobs,->,ace_4,assassin_2,blaster_2,goblin_2,superstar_2
bandit,elec_giant,executioner,gold_knight,mega_knight,monk,prince,->,ace_4,assassin_2,brawler_2,noble_2,superstar_2
bandit,elec_giant,executioner,gold_knight,mega_knight,monk,princess,->,ace_4,assassin_2,blaster_2,noble_2,superstar_2
bandit,elec_giant,executioner,mega_knight,monk,prince,princess,->,ace_4,blaster_2,brawler_2,noble_2,superstar_2
bandit,executioner,goblins,mega_knight,monk,musketeer,prince,->,ace_4,assassin_2,brawler_2,noble_2,superstar_2
bandit,executioner,goblins,mega_knight,monk,musketeer,princess,->,ace_4,assassin_2,blaster_2,noble_2,superstar_2
bandit,executioner,goblins,mega_knight,monk,musketeer,spear_gobs,->,ace_4,assassin_2,blaster_2,goblin_2,superstar_2
bandit,executioner,goblins,mega_knight,monk,pekka,spear_gobs,->,ace_4,assassin_2,blaster_2,brawler_2,goblin_2
bandit,executioner,goblins,mega_knight,monk,prince,princess,->,ace_4,assassin_2,blaster_2,brawler_2,noble_2
bandit,executioner,goblins,mega_knight,monk,prince,spear_gobs,->,ace_4,assassin_2,blaster_2,brawler_2,goblin_2
bandit,executioner,goblins,mega_knight,monk,spear_gobs,witch,->,ace_4,assassin_2,blaster_2,goblin_2,superstar_2
bandit,executioner,gold_knight,mega_knight,monk,musketeer,pekka,->,ace_4,assassin_2,brawler_2,noble_2,superstar_2
bandit,executioner,gold_knight,mega_knight,monk,musketeer,prince,->,ace_4,assassin_2,brawler_2,noble_2,superstar_2
bandit,executioner,gold_knight,mega_knight,monk,musketeer,princess,->,ace_4,assassin_2,blaster_2,noble_2,superstar_2
bandit,executioner,gold_knight,mega_knight,monk,musketeer,spear_gobs,->,ace_4,assassin_2,blaster_2,noble_2,superstar_2
bandit,executioner,gold_knight,mega_knight,monk,musketeer,wizard,->,ace_4,assassin_2,blaster_2,noble_2,superstar_2
bandit,executioner,gold_knight,mega_knight,monk,pekka,princess,->,ace_4,assassin_2,blaster_2,brawler_2,noble_2
bandit,executioner,gold_knight,mega_knight,monk,prince,princess,->,ace_4,assassin_2,blaster_2,brawler_2,noble_2
bandit,executioner,gold_knight,mega_knight,monk,prince,spear_gobs,->,ace_4,assassin_2,blaster_2,brawler_2,noble_2
bandit,executioner,gold_knight,mega_knight,monk,prince,witch,->,ace_4,assassin_2,brawler_2,noble_2,superstar_2
bandit,executioner,gold_knight,mega_knight,monk,prince,wizard,->,ace_4,assassin_2,blaster_2,brawler_2,noble_2
bandit,executioner,gold_knight,mega_knight,monk,princess,witch,->,ace_4,assassin_2,blaster_2,noble_2,superstar_2
bandit,executioner,mega_knight,monk,musketeer,pekka,princess,->,ace_4,blaster_2,brawler_2,noble_2,superstar_2
bandit,executioner,mega_knight,monk,musketeer,prince,princess,->,ace_4,blaster_2,brawler_2,noble_2,superstar_2
bandit,executioner,mega_knight,monk,musketeer,prince,royal_ghost,->,ace_4,assassin_2,brawler_2,noble_2,superstar_2
bandit,executioner,mega_knight,monk,musketeer,prince,spear_gobs,->,ace_4,blaster_2,brawler_2,noble_2,superstar_2
bandit,executioner,mega_knight,monk,musketeer,prince,wizard,->,ace_4,blaster_2,brawler_2,noble_2,superstar_2
bandit,executioner,mega_knight,monk,musketeer,princess,royal_ghost,->,ace_4,assassin_2,blaster_2,noble_2,superstar_2
bandit,executioner,mega_knight,monk,pekka,royal_ghost,witch,->,ace_4,assassin_2,brawler_2,superstar_2,undead_2
bandit,executioner,mega_knight,monk,prince,princess,royal_ghost,->,ace_4,assassin_2,blaster_2,brawler_2,noble_2
bandit,executioner,mega_knight,monk,prince,princess,witch,->,ace_4,blaster_2,brawler_2,noble_2,superstar_2
bandit,executioner,mega_knight,monk,prince,royal_ghost,witch,->,ace_4,assassin_2,brawler_2,superstar_2,undead_2
bandit,executioner,mega_knight,monk,princess,royal_ghost,witch,->,ace_4,assassin_2,blaster_2,superstar_2,undead_2
bandit,executioner,mega_knight,monk,royal_ghost,spear_gobs,witch,->,ace_4,assassin_2,blaster_2,superstar_2,undead_2
bandit,executioner,mega_knight,monk,royal_ghost,witch,wizard,->,ace_4,assassin_2,blaster_2,superstar_2,undead_2
archer_queen,bandit,dart_goblin,executioner,princess,spear_gobs,wizard,->,ace_2,blaster_4,clan_2,goblin_2,ranger_2
archer_queen,bandit,executioner,goblins,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,clan_2,goblin_2
archer_queen,bandit,executioner,gold_knight,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,clan_2,noble_2
archer_queen,dart_goblin,executioner,gold_knight,princess,spear_gobs,wizard,->,blaster_4,clan_2,goblin_2,noble_2,ranger_2
archer_queen,dart_goblin,executioner,mega_knight,princess,spear_gobs,wizard,->,ace_2,blaster_4,clan_2,goblin_2,ranger_2
archer_queen,dart_goblin,executioner,monk,princess,spear_gobs,wizard,->,ace_2,blaster_4,clan_2,goblin_2,ranger_2
archer_queen,dart_goblin,executioner,musketeer,princess,spear_gobs,wizard,->,blaster_4,clan_2,goblin_2,noble_2,ranger_2
archer_queen,dart_goblin,executioner,prince,princess,spear_gobs,wizard,->,blaster_4,clan_2,goblin_2,noble_2,ranger_2
archer_queen,executioner,goblins,gold_knight,princess,spear_gobs,wizard,->,assassin_2,blaster_4,clan_2,goblin_2,noble_2
archer_queen,executioner,mega_knight,prince,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,clan_2,noble_2
archer_queen,executioner,monk,musketeer,princess,spear_gobs,wizard,->,ace_2,blaster_4,clan_2,noble_2,superstar_2
bandit,barbarians,executioner,goblins,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,clan_2,goblin_2
bandit,barbarians,executioner,gold_knight,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,clan_2,noble_2
bandit,barbarians,executioner,prince,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,clan_2,noble_2
bandit,dart_goblin,executioner,gold_knight,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,goblin_2,noble_2
bandit,executioner,gob_machine,gold_knight,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,goblin_2,noble_2
bandit,executioner,gob_machine,princess,spear_gobs,valkyrie,wizard,->,ace_2,blaster_4,brutalist_2,clan_2,goblin_2
bandit,executioner,goblins,gold_knight,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,goblin_2,noble_2
bandit,executioner,goblins,musketeer,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,goblin_2,noble_2
bandit,executioner,goblins,prince,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,goblin_2,noble_2
bandit,executioner,goblins,princess,spear_gobs,valkyrie,wizard,->,ace_2,assassin_2,blaster_4,clan_2,goblin_2
bandit,executioner,gold_knight,princess,spear_gobs,valkyrie,wizard,->,ace_2,assassin_2,blaster_4,clan_2,noble_2
barbarians,dart_goblin,executioner,mega_knight,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,clan_2,goblin_2
barbarians,dart_goblin,executioner,prince,princess,spear_gobs,wizard,->,blaster_4,brawler_2,clan_2,goblin_2,noble_2
barbarians,executioner,gob_machine,mega_knight,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,clan_2,goblin_2
barbarians,executioner,gob_machine,prince,princess,spear_gobs,wizard,->,blaster_4,brawler_2,clan_2,goblin_2,noble_2
barbarians,executioner,goblins,gold_knight,princess,spear_gobs,wizard,->,assassin_2,blaster_4,clan_2,goblin_2,noble_2
barbarians,executioner,goblins,mega_knight,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,clan_2,goblin_2
barbarians,executioner,goblins,prince,princess,spear_gobs,wizard,->,blaster_4,brawler_2,clan_2,goblin_2,noble_2
barbarians,executioner,gold_knight,mega_knight,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,clan_2,noble_2
barbarians,executioner,mega_knight,musketeer,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,clan_2,noble_2
barbarians,executioner,mega_knight,prince,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,clan_2,noble_2
barbarians,executioner,monk,musketeer,princess,spear_gobs,wizard,->,ace_2,blaster_4,clan_2,noble_2,superstar_2
barbarians,executioner,monk,prince,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,clan_2,noble_2
dart_goblin,executioner,mega_knight,prince,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,goblin_2,noble_2
dart_goblin,executioner,monk,musketeer,princess,spear_gobs,wizard,->,ace_2,blaster_4,goblin_2,noble_2,superstar_2
executioner,gob_machine,gold_knight,princess,spear_gobs,valkyrie,wizard,->,blaster_4,brutalist_2,clan_2,goblin_2,noble_2
executioner,gob_machine,mega_knight,prince,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,goblin_2,noble_2
executioner,gob_machine,mega_knight,princess,spear_gobs,valkyrie,wizard,->,ace_2,blaster_4,brutalist_2,clan_2,goblin_2
executioner,gob_machine,monk,musketeer,princess,spear_gobs,wizard,->,ace_2,blaster_4,goblin_2,noble_2,superstar_2
executioner,gob_machine,monk,princess,spear_gobs,valkyrie,wizard,->,ace_2,blaster_4,brutalist_2,clan_2,goblin_2
executioner,gob_machine,musketeer,princess,spear_gobs,valkyrie,wizard,->,blaster_4,brutalist_2,clan_2,goblin_2,noble_2
executioner,gob_machine,prince,princess,spear_gobs,valkyrie,wizard,->,blaster_4,brutalist_2,clan_2,goblin_2,noble_2
executioner,goblins,gold_knight,mega_knight,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,goblin_2,noble_2
executioner,goblins,gold_knight,monk,princess,spear_gobs,wizard,->,ace_2,assassin_2,blaster_4,goblin_2,noble_2
executioner,goblins,gold_knight,princess,spear_gobs,valkyrie,wizard,->,assassin_2,blaster_4,clan_2,goblin_2,noble_2
executioner,goblins,mega_knight,prince,princess,spear_gobs,wizard,->,ace_2,blaster_4,brawler_2,goblin_2,noble_2
executioner,goblins,monk,musketeer,princess,spear_gobs,wizard,->,ace_2,blaster_4,goblin_2,noble_2,superstar_2
executioner,mega_knight,prince,princess,spear_gobs,valkyrie,wizard,->,ace_2,blaster_4,brawler_2,clan_2,noble_2
executioner,monk,musketeer,princess,spear_gobs,valkyrie,wizard,->,ace_2,blaster_4,clan_2,noble_2,superstar_2
archer_queen,bandit,monk,royal_ghost,skele_drag,skele_king,witch,->,ace_2,assassin_2,ranger_2,superstar_2,undead_4
archer_queen,bandit,royal_ghost,skele_drag,skele_king,valkyrie,witch,->,assassin_2,brutalist_2,clan_2,ranger_2,undead_4
archer_queen,elec_giant,royal_ghost,skele_drag,skele_king,valkyrie,witch,->,brutalist_2,clan_2,ranger_2,superstar_2,undead_4
archer_queen,gob_machine,goblins,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,goblin_2,ranger_2,undead_4
archer_queen,goblins,royal_ghost,skele_drag,skele_king,valkyrie,witch,->,assassin_2,brutalist_2,clan_2,ranger_2,undead_4
archer_queen,gold_knight,musketeer,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,noble_2,ranger_2,superstar_2,undead_4
archer_queen,gold_knight,royal_ghost,skele_drag,skele_king,valkyrie,witch,->,assassin_2,brutalist_2,clan_2,ranger_2,undead_4
archer_queen,monk,royal_ghost,skele_drag,skele_king,valkyrie,witch,->,brutalist_2,clan_2,ranger_2,superstar_2,undead_4
archer_queen,musketeer,royal_ghost,skele_drag,skele_king,valkyrie,witch,->,brutalist_2,clan_2,ranger_2,superstar_2,undead_4
bandit,dart_goblin,gob_machine,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,goblin_2,ranger_2,undead_4
bandit,dart_goblin,monk,royal_ghost,skele_drag,skele_king,witch,->,ace_2,assassin_2,ranger_2,superstar_2,undead_4
bandit,elec_giant,royal_ghost,royal_giant,skele_drag,skele_king,witch,->,assassin_2,giant_2,ranger_2,superstar_2,undead_4
bandit,gob_machine,monk,royal_ghost,skele_drag,skele_king,witch,->,ace_2,assassin_2,brutalist_2,superstar_2,undead_4
bandit,mini_pekka,monk,royal_ghost,skele_drag,skele_king,witch,->,ace_2,assassin_2,brutalist_2,superstar_2,undead_4
bandit,monk,royal_ghost,royal_giant,skele_drag,skele_king,witch,->,ace_2,assassin_2,ranger_2,superstar_2,undead_4
bandit,monk,royal_ghost,skele_drag,skele_king,valkyrie,witch,->,ace_2,assassin_2,brutalist_2,superstar_2,undead_4
dart_goblin,elec_giant,gob_machine,royal_ghost,skele_drag,skele_king,witch,->,brutalist_2,goblin_2,ranger_2,superstar_2,undead_4
dart_goblin,elec_giant,goblins,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,goblin_2,ranger_2,superstar_2,undead_4
dart_goblin,gob_machine,goblins,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,goblin_2,ranger_2,undead_4
dart_goblin,gob_machine,gold_knight,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,goblin_2,ranger_2,undead_4
dart_goblin,gob_machine,monk,royal_ghost,skele_drag,skele_king,witch,->,brutalist_2,goblin_2,ranger_2,superstar_2,undead_4
dart_goblin,gob_machine,musketeer,royal_ghost,skele_drag,skele_king,witch,->,brutalist_2,goblin_2,ranger_2,superstar_2,undead_4
dart_goblin,goblins,mini_pekka,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,goblin_2,ranger_2,undead_4
dart_goblin,goblins,monk,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,goblin_2,ranger_2,superstar_2,undead_4
dart_goblin,goblins,musketeer,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,goblin_2,ranger_2,superstar_2,undead_4
dart_goblin,goblins,royal_ghost,skele_drag,skele_king,valkyrie,witch,->,assassin_2,brutalist_2,goblin_2,ranger_2,undead_4
dart_goblin,gold_knight,musketeer,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,noble_2,ranger_2,superstar_2,undead_4
elec_giant,gob_machine,goblins,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,goblin_2,superstar_2,undead_4
elec_giant,gob_machine,royal_ghost,royal_giant,skele_drag,skele_king,witch,->,brutalist_2,giant_2,ranger_2,superstar_2,undead_4
elec_giant,goblins,royal_ghost,royal_giant,skele_drag,skele_king,witch,->,assassin_2,giant_2,ranger_2,superstar_2,undead_4
elec_giant,gold_knight,royal_ghost,royal_giant,skele_drag,skele_king,witch,->,assassin_2,giant_2,ranger_2,superstar_2,undead_4
elec_giant,mini_pekka,royal_ghost,royal_giant,skele_drag,skele_king,witch,->,brutalist_2,giant_2,ranger_2,superstar_2,undead_4
elec_giant,royal_ghost,royal_giant,skele_drag,skele_king,valkyrie,witch,->,brutalist_2,giant_2,ranger_2,superstar_2,undead_4
gob_machine,goblins,monk,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,goblin_2,superstar_2,undead_4
gob_machine,goblins,musketeer,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,goblin_2,superstar_2,undead_4
gob_machine,goblins,royal_ghost,royal_giant,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,goblin_2,ranger_2,undead_4
gob_machine,gold_knight,musketeer,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,noble_2,superstar_2,undead_4
gold_knight,mini_pekka,musketeer,royal_ghost,skele_drag,skele_king,witch,->,assassin_2,brutalist_2,noble_2,superstar_2,undead_4
gold_knight,musketeer,royal_ghost,royal_giant,skele_drag,skele_king,witch,->,assassin_2,noble_2,ranger_2,superstar_2,undead_4
gold_knight,musketeer,royal_ghost,skele_drag,skele_king,valkyrie,witch,->,assassin_2,brutalist_2,noble_2,superstar_2,undead_4
archer_queen,barbarians,dart_goblin,elec_giant,royal_giant,skele_drag,witch,->,clan_2,giant_2,ranger_4,superstar_2,undead_2
archer_queen,barbarians,dart_goblin,gob_machine,royal_giant,skele_drag,skele_king,->,brutalist_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,barbarians,dart_goblin,goblins,royal_ghost,royal_giant,skele_drag,->,assassin_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,elec_giant,gob_machine,royal_giant,skele_drag,skele_king,->,brutalist_2,giant_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,elec_giant,gob_machine,royal_giant,skele_drag,valkyrie,->,brutalist_2,clan_2,giant_2,goblin_2,ranger_4
archer_queen,dart_goblin,elec_giant,gob_machine,royal_giant,skele_drag,witch,->,giant_2,goblin_2,ranger_4,superstar_2,undead_2
archer_queen,dart_goblin,elec_giant,goblins,royal_ghost,royal_giant,skele_drag,->,assassin_2,giant_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,elec_giant,goblins,royal_giant,skele_drag,witch,->,giant_2,goblin_2,ranger_4,superstar_2,undead_2
archer_queen,dart_goblin,elec_giant,royal_giant,skele_drag,skele_king,valkyrie,->,brutalist_2,clan_2,giant_2,ranger_4,undead_2
archer_queen,dart_goblin,elec_giant,royal_giant,skele_drag,spear_gobs,witch,->,giant_2,goblin_2,ranger_4,superstar_2,undead_2
archer_queen,dart_goblin,elec_giant,royal_giant,skele_drag,spear_gobs,wizard,->,blaster_2,clan_2,giant_2,goblin_2,ranger_4
archer_queen,dart_goblin,elec_giant,royal_giant,skele_drag,valkyrie,witch,->,clan_2,giant_2,ranger_4,superstar_2,undead_2
archer_queen,dart_goblin,elec_giant,royal_giant,skele_drag,witch,wizard,->,clan_2,giant_2,ranger_4,superstar_2,undead_2
archer_queen,dart_goblin,gob_machine,royal_ghost,royal_giant,skele_drag,valkyrie,->,brutalist_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,gob_machine,royal_giant,skele_drag,skele_king,valkyrie,->,brutalist_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,gob_machine,royal_giant,skele_drag,skele_king,wizard,->,brutalist_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,gob_machine,royal_giant,skele_drag,valkyrie,witch,->,brutalist_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,goblins,royal_ghost,royal_giant,skele_drag,valkyrie,->,assassin_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,goblins,royal_ghost,royal_giant,skele_drag,wizard,->,assassin_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,goblins,royal_giant,skele_drag,skele_king,valkyrie,->,brutalist_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,royal_ghost,royal_giant,skele_drag,spear_gobs,wizard,->,blaster_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,royal_giant,skele_drag,skele_king,spear_gobs,valkyrie,->,brutalist_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,royal_giant,skele_drag,skele_king,spear_gobs,wizard,->,blaster_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,royal_giant,skele_drag,spear_gobs,witch,wizard,->,blaster_2,clan_2,goblin_2,ranger_4,undead_2
archer_queen,dart_goblin,gob_machine,mini_pekka,pekka,skele_king,valkyrie,->,brutalist_4,clan_2,goblin_2,pekka_2,ranger_2
archer_queen,dart_goblin,gob_machine,mini_pekka,royal_ghost,skele_king,valkyrie,->,brutalist_4,clan_2,goblin_2,ranger_2,undead_2
archer_queen,dart_goblin,gob_machine,mini_pekka,skele_drag,skele_king,valkyrie,->,brutalist_4,clan_2,goblin_2,ranger_2,undead_2
archer_queen,dart_goblin,gob_machine,mini_pekka,skele_king,valkyrie,witch,->,brutalist_4,clan_2,goblin_2,ranger_2,undead_2
archer_queen,gob_machine,goblins,mini_pekka,royal_ghost,skele_king,valkyrie,->,assassin_2,brutalist_4,clan_2,goblin_2,undead_2
archer_queen,gob_machine,goblins,mini_pekka,skele_drag,skele_king,valkyrie,->,brutalist_4,clan_2,goblin_2,ranger_2,undead_2
archer_queen,gob_machine,mini_pekka,pekka,skele_drag,skele_king,valkyrie,->,brutalist_4,clan_2,pekka_2,ranger_2,undead_2
archer_queen,gob_machine,mini_pekka,skele_drag,skele_king,spear_gobs,valkyrie,->,brutalist_4,clan_2,goblin_2,ranger_2,undead_2
barbarians,dart_goblin,gob_machine,mini_pekka,pekka,skele_king,valkyrie,->,brawler_2,brutalist_4,clan_2,goblin_2,pekka_2
barbarians,dart_goblin,gob_machine,mini_pekka,skele_drag,skele_king,valkyrie,->,brutalist_4,clan_2,goblin_2,ranger_2,undead_2
barbarians,gob_machine,goblins,mini_pekka,pekka,skele_king,valkyrie,->,brawler_2,brutalist_4,clan_2,goblin_2,pekka_2
barbarians,gob_machine,goblins,mini_pekka,royal_ghost,skele_king,valkyrie,->,assassin_2,brutalist_4,clan_2,goblin_2,undead_2
barbarians,gob_machine,mini_pekka,pekka,royal_ghost,skele_king,valkyrie,->,brawler_2,brutalist_4,clan_2,pekka_2,undead_2
barbarians,gob_machine,mini_pekka,pekka,skele_drag,skele_king,valkyrie,->,brawler_2,brutalist_4,clan_2,pekka_2,undead_2
barbarians,gob_machine,mini_pekka,pekka,skele_king,spear_gobs,valkyrie,->,brawler_2,brutalist_4,clan_2,goblin_2,pekka_2
barbarians,gob_machine,mini_pekka,pekka,skele_king,valkyrie,witch,->,brawler_2,brutalist_4,clan_2,pekka_2,undead_2
dart_goblin,gob_machine,mini_pekka,pekka,skele_drag,skele_king,valkyrie,->,brutalist_4,goblin_2,pekka_2,ranger_2,undead_2
dart_goblin,gob_machine,mini_pekka,skele_drag,skele_king,valkyrie,wizard,->,brutalist_4,clan_2,goblin_2,ranger_2,undead_2
gob_machine,goblins,mini_pekka,pekka,royal_ghost,skele_king,valkyrie,->,assassin_2,brutalist_4,goblin_2,pekka_2,undead_2
gob_machine,goblins,mini_pekka,royal_ghost,skele_king,valkyrie,wizard,->,assassin_2,brutalist_4,clan_2,goblin_2,undead_2
gob_machine,mini_pekka,pekka,skele_king,spear_gobs,valkyrie,wizard,->,blaster_2,brutalist_4,clan_2,goblin_2,pekka_2
gob_machine,mini_pekka,royal_ghost,skele_king,spear_gobs,valkyrie,wizard,->,blaster_2,brutalist_4,clan_2,goblin_2,undead_2
gob_machine,mini_pekka,skele_drag,skele_king,spear_gobs,valkyrie,wizard,->,blaster_2,brutalist_4,clan_2,goblin_2,undead_2
gob_machine,mini_pekka,skele_king,spear_gobs,valkyrie,witch,wizard,->,blaster_2,brutalist_4,clan_2,goblin_2,undead_2
archer_queen,bandit,barbarians,gold_knight,mega_knight,pekka,prince,->,ace_2,assassin_2,brawler_4,clan_2,noble_2
archer_queen,barbarians,executioner,mega_knight,pekka,prince,princess,->,ace_2,blaster_2,brawler_4,clan_2,noble_2
archer_queen,barbarians,mega_knight,monk,musketeer,pekka,prince,->,ace_2,brawler_4,clan_2,noble_2,superstar_2
bandit,barbarians,gold_knight,mega_knight,mini_pekka,pekka,prince,->,ace_2,assassin_2,brawler_4,noble_2,pekka_2
bandit,barbarians,gold_knight,mega_knight,pekka,prince,valkyrie,->,ace_2,assassin_2,brawler_4,clan_2,noble_2
bandit,barbarians,gold_knight,mega_knight,pekka,prince,wizard,->,ace_2,assassin_2,brawler_4,clan_2,noble_2
bandit,barbarians,mega_knight,mini_pekka,pekka,prince,valkyrie,->,ace_2,brawler_4,brutalist_2,clan_2,pekka_2
bandit,barbarians,mega_knight,pekka,prince,princess,wizard,->,ace_2,blaster_2,brawler_4,clan_2,noble_2
barbarians,executioner,gold_knight,mega_knight,pekka,prince,wizard,->,ace_2,blaster_2,brawler_4,clan_2,noble_2
barbarians,executioner,mega_knight,mini_pekka,pekka,prince,princess,->,ace_2,blaster_2,brawler_4,noble_2,pekka_2
barbarians,executioner,mega_knight,mini_pekka,pekka,prince,valkyrie,->,ace_2,brawler_4,brutalist_2,clan_2,pekka_2
barbarians,executioner,mega_knight,mini_pekka,pekka,prince,wizard,->,ace_2,blaster_2,brawler_4,clan_2,pekka_2
barbarians,executioner,mega_knight,musketeer,pekka,prince,wizard,->,ace_2,blaster_2,brawler_4,clan_2,noble_2
barbarians,executioner,mega_knight,pekka,prince,princess,valkyrie,->,ace_2,blaster_2,brawler_4,clan_2,noble_2
barbarians,executioner,mega_knight,pekka,prince,princess,wizard,->,ace_2,blaster_2,brawler_4,clan_2,noble_2
barbarians,gold_knight,mega_knight,mini_pekka,pekka,prince,valkyrie,->,brawler_4,brutalist_2,clan_2,noble_2,pekka_2
barbarians,mega_knight,mini_pekka,monk,musketeer,pekka,prince,->,ace_2,brawler_4,noble_2,pekka_2,superstar_2
barbarians,mega_knight,mini_pekka,monk,pekka,prince,valkyrie,->,ace_2,brawler_4,brutalist_2,clan_2,pekka_2
barbarians,mega_knight,mini_pekka,musketeer,pekka,prince,valkyrie,->,brawler_4,brutalist_2,clan_2,noble_2,pekka_2
barbarians,mega_knight,mini_pekka,pekka,prince,princess,valkyrie,->,brawler_4,brutalist_2,clan_2,noble_2,pekka_2
barbarians,mega_knight,mini_pekka,pekka,prince,princess,wizard,->,blaster_2,brawler_4,clan_2,noble_2,pekka_2
barbarians,mega_knight,monk,musketeer,pekka,prince,valkyrie,->,ace_2,brawler_4,clan_2,noble_2,superstar_2
barbarians,mega_knight,monk,musketeer,pekka,prince,wizard,->,ace_2,brawler_4,clan_2,noble_2,superstar_2
barbarians,mega_knight,monk,pekka,prince,princess,wizard,->,ace_2,blaster_2,brawler_4,clan_2,noble_2
